                  Ca                  Cl                   K                   N                  Na
 0.00000000000000000 0.00000000000000000 0.00020000000000000 0.00120000000000000 0.00100000000000000
 0.00000000000000000 0.00000000000000000 0.00020000000000000 0.00120000000000000 0.00100000000000000
 0.00000000000000000 0.00000000000000000 0.00020000000000000 0.00120000000000000 0.00100000000000000
 0.00000000000000000 0.00000000000000000 0.00020000000000000 0.00120000000000000 0.00100000000000000
 0.00000000000000000 0.00000000000000000 0.00020000000000000 0.00120000000000000 0.00100000000000000
 0.00000000000000000 0.00000000000000000 0.00020000000000000 0.00120000000000000 0.00100000000000000
 0.00000000000000000 0.00000000000000000 0.00020000000000000 0.00120000000000000 0.00100000000000000
 0.00000000000000000 0.00000000000000000 0.00020000000000000 0.00120000000000000 0.00100000000000000
 0.00000000000000000 0.00000000000000000 0.00020000000000000 0.00120000000000000 0.00100000000000000
 0.00000000000000000 0.00000000000000000 0.00020000000000000 0.00120000000000000 0.00100000000000000
 0.00000000000000000 0.00000000000000000 0.00020000000000000 0.00120000000000000 0.00100000000000000
 0.00000000000000000 0.00000000000000000 0.00020000000000000 0.00120000000000000 0.00100000000000000
 0.00000000000000000 0.00120000000000000 0.00019989620156757 0.00000000000000000 0.00099910379843243
 0.00000000000000000 0.00120000000000000 0.00019983148782593 0.00000000000000000 0.00099816851217407
 0.00000000000000000 0.00120000000000000 0.00019989504257803 0.00000000000000000 0.00099810495742197
 0.00000000000000000 0.00120000000000000 0.00020072781610559 0.00000000000000000 0.00100127218389442
 0.00000000000000000 0.00120000000000000 0.00020072686230259 0.00000000000000000 0.00100027313769742
 0.00000000000000000 0.00120000000000000 0.00020051798272729 0.00000000000000000 0.00099748201727271
 0.00000000000000000 0.00120000000000000 0.00020101247381901 0.00000000000000000 0.00099998752618112
 0.00000000000000000 0.00120000000000000 0.00020090370949470 0.00000000000000000 0.00099909629050530
 0.00000000000000000 0.00120000000000000 0.00020104418711594 0.00000000000000000 0.00099995581288411
 0.00000000000000000 0.00120000000000000 0.00020092341596277 0.00000000000000000 0.00099907658403723
 0.00000000000000000 0.00120000000000000 0.00020153915524930 0.00000000000000000 0.00100046084475088
 0.00000000000000000 0.00120000000000000 0.00020160959637203 0.00000000000000000 0.00099939040362797
 0.00000000000000000 0.00120000000000000 0.00020175755182361 0.00000000000000000 0.00099924244817648
 0.00000000000000000 0.00120000000000000 0.00020184946232636 0.00000000000000000 0.00099915053767365
 0.00000000000000000 0.00120000000000000 0.00020159321653854 0.00000000000000000 0.00099640678346146
 0.00000000000000000 0.00120000000000000 0.00020164270907614 0.00000000000000000 0.00099535729092386
 0.00000000000000000 0.00120000000000000 0.00020209190197436 0.00000000000000000 0.00099790809802564
 0.00000000000000000 0.00120000000000000 0.00020330139534802 0.00000000000000000 0.00099769860467091
 0.00000000000000000 0.00120000000000000 0.00020805545742637 0.00000000000000000 0.00099194454257363
 0.00000000000000000 0.00120000000000000 0.00023049864270008 0.00000000000000000 0.00097250135730013
 0.00000000000000000 0.00120000000000000 0.00031490062241012 0.00000000000000000 0.00088309937758988
 0.00000000000000000 0.00119999999999996 0.00055524981475265 0.00000000000000000 0.00064475018524776
 0.00000000000000000 0.00120000000000000 0.00089154543010126 0.00000000000000000 0.00031045456990957
 0.00000000000000000 0.00119999999999996 0.00109763307644890 0.00000000000000000 0.00010236692354842
 0.00000000000000000 0.00120000000000000 0.00117409649959216 0.00000000000000000 0.00002790350043365
 0.00000000000000000 0.00120000000000000 0.00119108182641701 0.00000000000000000 0.00000691817358299
 0.00000000000000000 0.00120000000004242 0.00119692395272007 0.00000000000000000 0.00000107604732644
 0.00000000000000000 0.00120000000000000 0.00120083320601018 0.00000000000000000 0.00000016679398989
 0.00000000000000000 0.00120000000000003 0.00120097422579183 0.00000000000000000 0.00000002577420819
 0.00000000000000000 0.00120000000000000 0.00119999601806207 0.00000000000000000 0.00000000398193793
 0.00000000000000000 0.00120000000000000 0.00120399938399864 0.00000000000000000 0.00000000061600265
 0.00000000000000000 0.00120000000000000 0.00119799990509509 0.00000000000000000 0.00000000009490491
 0.00000000000000000 0.00119999999999996 0.00119999998530174 0.00000000000000000 0.00000000001469863
 0.00000000000000000 0.00120000000000000 0.00120199999772683 0.00000000000000000 0.00000000000227328
 0.00000004185096598 0.00120000000000000 0.00119991629771674 0.00000000000000000 0.00000000000035129
 0.00000564856510048 0.00120000000000000 0.00118970286974202 0.00000000000000000 0.00000000000005727
 0.00024977906996731 0.00120000000000000 0.00069944186005901 0.00000000000000000 0.00000000000000636
 0.00055195434279546 0.00120000000000000 0.00009509131440891 0.00000000000000000 0.00000000000000017
 0.00059598218998491 0.00120000000000000 0.00000903562003018 0.00000000000000000 0.00000000000000000
 0.00059962737787755 0.00120000000000000 0.00000074524424490 0.00000000000000000 0.00000000000000000
 0.00059996934950976 0.00120000000001536 0.00000006130120534 0.00000000000000000 0.00000000000000000
 0.00059999747943256 0.00120000000000010 0.00000000504113640 0.00000000000000000 0.00000000000000000
 0.00059999979272413 0.00120000000000000 0.00000000041455176 0.00000000000000000 0.00000000000000000
 0.00059999998295495 0.00120000000000000 0.00000000003409010 0.00000000000000000 0.00000000000000000
 0.00059999999912960 0.00120000000027776 0.00000000000280335 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000023053 0.00000000000000000 0.00000000000000000
 0.00060000000004369 0.00120000000002284 0.00000000000001896 0.00000000000000000 0.00000000000000000
 0.00059999999999980 0.00119999999999989 0.00000000000000156 0.00000000000000000 0.00000000000000000
 0.00059999999999689 0.00119999999999837 0.00000000000000013 0.00000000000000000 0.00000000000000000
 0.00059999999999979 0.00119999999999989 0.00000000000000001 0.00000000000000000 0.00000000000000000
 0.00060000000000019 0.00120000000000010 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000003 0.00120000000000001 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00059999999999999 0.00119999999999999 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
